sample_period,date,site,transect,aphid_presence,gps,distance,bromus inermis,thinopyrum intermedium ssp intermedium,alopecurus pratensis,arrhenatherum elatius,phalaris arundinacea,bromus tectorum,pseudoroegneria spicata,aegilops cylindrica,agropyron cristatum,agrostis stolonifera,alopecurus arundinaceus,avena fatua,bromus hordeaceus,bromus arvensis,bromus marginatus,bromus japonicus,bromus sterilis,b. marginatus/ b. hordaceus,b. inermis/ a. pratensis,bromus undet.,calamagrostis rubescens,carex geyeri,carex hoodii,carex microptera,carex undet.,dactylis glomerata,danthonia californica,deschampsia elongata,elymus trachycaulus ssp trachycaulus,elymus glaucus ssp glaucus,elymus lanceolatus ssp lancelatus,elymus repens,elymus undet.,festuca idahoensis,festuca occidentalis,festuca rubra,festuca undet.,p. spicata/f. idahoensis,hordeum murinum ssp glaucum,juncus saximontanus,juncus undet.,koeleria macrantha,leymus cinereus,lolium perenne,pascopyrum smithii,phleum pratense,poa pratensis,poa compressa,poa secunda,poa bulbosa ssp vivipara,p. compressa/p. pratensis,schedonorous arundinaceus,secale cereale,taeniatherum caput-medusae,thinopyrum intermedium ssp barbulatum,triticum aestivum,ventenata dubia,vulpia bromoides,vulpia myuros,Unknown,Unknown green stringy bunchgrass (S2 is this greener thinner needle?),unknown wheatgrass,Dainty TBD
s3,6/23/2021,Idler,4,,,6_7,100,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,4,,,7_8,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,4,,,8_9,80,,,100,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,4,,,9_10,40,,,100,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,no,"46.8015340, -116.9537467",0_1,,,,50,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,1_2,60,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,2_3,50,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,3_4,100,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,4_5,100,,,20,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,5_6,30,,,60,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,6_7,20,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,7_8,40,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,8_9,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,5,,,9_10,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,yes,"46.8016701, -116.9529156",0_1,20,,,100,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,1_2,30,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,2_3,70,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,3_4,80,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,4_5,90,,,80,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,5_6,40,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,6_7,60,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,7_8,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,8_9,80,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Idler,6,,,9_10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,no,"46.8111951, -117.0163082",0_1,90,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,1_2,70,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,2_3,70,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,3_4,50,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,4_5,80,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,5_6,90,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,6_7,70,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,7_8,90,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,8_9,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,1,,,9_10,80,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,no,"46.8110370, -117.0172105",0_1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,30,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,1_2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,2_3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,3_4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,4_5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,5_6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,6_7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,7_8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,8_9,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,2,,,9_10,100,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,no,"46.8118007, -117.0194159",0_1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,1_2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,2_3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,3_4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,4_5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,5_6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,6_7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,7_8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,8_9,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,3,,,9_10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,no,"46.8132564, -117.0194504",0_1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,1_2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,2_3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,3_4,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,4_5,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,5_6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,6_7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,7_8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,8_9,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,4,,,9_10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,5,no,"46.8137944, -117.0186988",0_1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,1_2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,2_3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,3_4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,4_5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,5_6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,6_7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,7_8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,8_9,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,
s3,6/23/2021,Philips,5,,,9_10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
s3,6/23/2021,Philips,6,no,"46.8134156, -117.0168547",0_1,30,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,1_2,80,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,2_3,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,3_4,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,4_5,100,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,5_6,100,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,6_7,60,,50,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,7_8,90,,60,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,8_9,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,
s3,6/23/2021,Philips,6,,,9_10,100,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,yes,"46.7563084, -116.9092130",0_1,,,,,,,,,,,,,,,,,,10,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,1_2,,,,,,,,,,,,,,,,,,20,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,2_3,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,3_4,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,10,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,4_5,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,5_6,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,6_7,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,7_8,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,10,,,60,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,8_9,,,,,,,,,,,,,,,,,,10,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,1,,,9_10,,,,,,,,,,,,,,,,,,10,,,,,,,,40,,,,,,,,,,,,,,,,,,10,,,40,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,yes,"46.7560649, -116.9095382",0_1,,,,20,,,,,,,,,,,,,,,,,,,,,,10,,,,100,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,1_2,,,,80,,,,,,,,,,,,,,,,,,,,,20,,,,,20,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,2_3,,,,80,,,,,,,,,,,,,,,,,,,,,20,30,,,,40,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,3_4,,,,50,,,,,,,,,,,,,,,,,,,,,10,10,,,,100,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,4_5,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,5_6,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,6_7,,,,70,,,,,,,,,,,,,,,,,,,,,,10,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,7_8,,,,100,,,,,,,,,,,,,,,,,,,,,,10,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,8_9,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,2,,,9_10,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,no,"46.7558912, -116.9099938",0_1,,,,100,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,1_2,,,,100,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,2_3,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,3_4,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,4_5,,,,80,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,5_6,20,,,30,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,6_7,60,,,10,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,7_8,80,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,8_9,100,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,3,,,9_10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,70,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,yes,"46.7558324, -116.9096033",0_1,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,1_2,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,2_3,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,3_4,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,4_5,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,5_6,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,6_7,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,7_8,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,8_9,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,4,,,9_10,,,,10,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,yes,"46.7556216, -116.9103727",0_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,100,,,30,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,40,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,2_3,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,3_4,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,4_5,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,5_6,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,6_7,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,7_8,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,8_9,,,,100,,,,,,,,,,,,,,,,,,,,,,20,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,5,,,9_10,,,,100,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,yes,"46.7553611, -116.9099526",0_1,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,1_2,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,2_3,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,3_4,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,4_5,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,30,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,5_6,,,,,,,,,,10,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,40,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,6_7,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,20,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,7_8,,,,,,,,,,80,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,8_9,,,,,,,,,,20,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
s3,6/23/2021,Robinson,6,,,9_10,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
s3,6/28/2021,Schultheis,1,no,"46.5680504, -117.2253539",0_1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/28/2021,Schultheis,1,,,1_2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/28/2021,Schultheis,1,,,2_3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/28/2021,Schultheis,1,,,3_4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3,6/28/2021,Schultheis,1,,,4_5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
